entity1,entity1_type,relation,entity2,entity2_type,pdf_name,source
rogdi,gene,expression,cerebellum,brain region,PMC10764811,"enriched expression in the hippocampus (hpc) and cerebellum (ce) (fig. 1i,j). our reanalysis of single-cell transcriptomics data of central nervous system cell populations16 found rogdi enrichment in corticostriatal neurons, corticospinal neurons, neurons (cck), stellate and basket cells, unipolar brush cells, and granule cells (see supplementary table s1)."
rogdi,gene,phenotypic consequence,epilepsy,phenotype,PMC10764811,"mutants displayed pentylenetetrazol‑induced seizures, confirming epilepsy susceptibility."
col9a3,gene,molecular interaction or relation,"c.1150c > t, p.arg384trp",missense variant,PMC10762954,a novel pathogenic variant in col9a3 gene in a pedigree with multiple lumbar disc herniation (ldh).
col9a3,gene,structural perturbation,col9a3 protein,protein,PMC10762954,the variant can result in decreased col9a3 protein stability.
col9a3,gene,molecular interaction or relation,arg384trp substitution,amino acid substitution,PMC10762954,the substitution of arginine (basic amino acid) with tryptophan (aromatic hydrophobic amino acid).
col9a3,gene,molecular interaction or relation,charge property,protein property,PMC10762954,pre-diction result in i-mutant2.0 revealed a decreased stabil-ity of col9a3 protein.
"c.1150c > t, p.arg384trp",missense variant,phenotypic consequence,lumbar disc herniation,disease,PMC10762954,"a novel heterozygous missense variant (c.1150c > t, p.arg384trp) in col9a3 was identified."
"c.1150c > t, p.arg384trp",missense variant,molecular interaction or relation,pathogenic,pathogenicity,PMC10762954,this variant is predicted to be pathogenic.
"c.1150c > t, p.arg384trp",missense variant,molecular interaction or relation,conserved among species,evolutionary conservation,PMC10762954,this variant is highly conserved among common species.
"c.1150c > t, p.arg384trp",missense variant,molecular interaction or relation,heterozygous,genetic characteristic,PMC10762954,"a heterozygous missense variant (c.1150c > t, p.arg384trp)."
"c.1150c > t, p.arg384trp",missense variant,molecular interaction or relation,novel,genetic characteristic,PMC10762954,a novel pathogenic variant in col9a3 gene.
"c.1150c > t, p.arg384trp",missense variant,molecular interaction or relation,spatial conformation,protein property,PMC10762954,an altered spatial conformation.
copy number variants (cnvs),gene,correlation,human developmental and cancerous phenotypes,phenotype,PMC10766183,inherited and germ-line de novo copy number variants (cnvs) are increasingly found to be correlated with human developmental and cancerous phenotypes.
template switching models,model,correlation,gross chromosomal rearrangements,genomic rearrangement,PMC10766183,several models for template switching during replication have been proposed to explain the generation of these gross chromosomal rearrangements.
origin-dependent inverted repeat amplification (odira),model,correlation,generation of inverted copy number variants,genomic variant,PMC10766183,we proposed a model of template switching (odira) in which simultaneous ligation of the leading and lagging strands at diverging replication forks could generate segmental inverted triplications through an extrachromosomal inverted circular intermediate.
sul1 locus,gene,prone to,inverted triplications,genomic rearrangement,PMC10766183,"however, instead of recovering circular inverted intermediates, we found inverted linear chromosomal fragments ending in native telomeres—suggesting that a template switch had occurred at the centromere-proximal fork of a replication bubble."
replication errors,error,generation,inverted junctions,genomic feature,PMC10766183,"the results from crispr/cas9 cleavage experiments and growth in the replication inhibitor hydroxyurea indicate that it is a replication error, not a double-stranded break that creates the inverted junctions."
sul1 gene,gene,produce,inverted amplicons,genomic variant,PMC10766183,"since inverted amplicons of the sul1 gene occur during long-term growth in sulfate-limited chemostats, we sequenced evolved populations to look for evidence of linear intermediates formed by an error in replication."
origin-dependent inverted repeat amplification (odira) model,model,generate,inverted interstitial triplications,genomic variant,PMC10766183,"the results from crispr/cas9 cleavage experiments and growth in the replication inhibitor hydroxyurea indicate that it is a replication error, not a double-stranded break that creates the inverted junctions."
inverted junctions,genomic feature,map to,"pre-existing short, interrupted inverted repeats",genomic feature,PMC10766183,as telomeric inverted hairpin fragments can also be created through double-strand breaks we tested whether replication errors or repair of double-stranded dna breaks were the most likely initiating event.
origin-dependent inverted repeat amplification (odira) model,model,explain,generation of inverted copy number variants in human evolution and disease,genomic variant,PMC10766183,"since inverted amplicons of the sul1 gene occur during long-term growth in sulfate-limited chemostats, we sequenced evolved populations to look for evidence of linear intermediates formed by an error in replication."
ppm1d,protein,a. molecular interaction or relation,cyclin e1,protein,PMC10766204,ppm1d activity promotes the replication stress caused by cyclin e1 overexpression.
ppm1d,protein,j. inhibition,p53,protein,PMC10766204,ppm1d is a negative regulator of p53 and has been implicated in termination of the cell cycle checkpoint.
cyclin e1,protein,a. molecular interaction or relation,replication stress,phenotype,PMC10766204,increased expression of cyclin e1 caused by amplification of the ccne1 gene is a common cause of replication stress in various cancers.
ppm1d,protein,a. molecular interaction or relation,origin licensing,process,PMC10766204,cells expressing a truncated mutant of ppm1d fail to complete licensing of the replication origins.
p53,protein,i. activation,cell cycle checkpoint,process,PMC10766204,p53 is stabilized by active atm kinase and governs expression of the potent cdk inhibitor p21 that slows down progression through g1 phase to allow time for dna repair.
ppm1d,protein,j. inhibition,cell cycle checkpoint,process,PMC10766204,ppm1d activity suppressed the p53 pathway and promoted proliferation of rpe1 cells with inducible overexpression of the cyclin e1 oncogene.
cyclin e1,protein,a. molecular interaction or relation,transcription-replication collisions,phenotype,PMC10766204,transcription–replication collisions and replication fork slowing caused by ccne1 overexpression are exaggerated in cells expressing the truncated ppm1d.
ppm1d,protein,j. inhibition,origin licensing,process,PMC10766204,cells expressing a truncated mutant of ppm1d fail to complete licensing of the replication origins.
ppm1d,protein,j. inhibition,s phase progression,process,PMC10766204,ppm1d activity impaired progression through s phase and increased the level of replication stress.
gsk2830371,drug,j. inhibition,ppm1d,protein,PMC10766204,pharmacological inhibition of ppm1d rescued replication speed and accumulation of focal dna copy number alterations caused by induction of ccne1 expression.
ppm1d,protein,a. molecular interaction or relation,cyclin e1,protein,PMC10766204,cells co-expressing cyclin e1 and truncated ppm1d progressed faster from g1 to s phase than cells expressing cyclin e alone.
p53,protein,i. activation,replication fork progression,process,PMC10766204,p53 has recently been shown to promote the progression of replication forks and to facilitate resolution of stalled forks.
ppm1d,protein,j. inhibition,p53,protein,PMC10766204,ppm1d activity suppressed the p53 pathway and promoted proliferation of rpe1 cells with inducible overexpression of the cyclin e1 oncogene.
cyclin e1,protein,a. molecular interaction or relation,replication stress,phenotype,PMC10766204,"overexpression of cyclin e1 leads to induction of dna replication stress due to premature entry into s phase, unconstrained replication origin firing, depletion of the nucleotide pool and collisions between replication and transcription."
ppm1d,protein,a. molecular interaction or relation,cyclin e1,protein,PMC10766204,cells expressing a truncated mutant of ppm1d progress faster from g1 to s phase and fail to complete licensing of the replication origins.
ppm1d,protein,j. inhibition,origin licensing,process,PMC10766204,cells expressing a truncated mutant of ppm1d fail to complete licensing of the replication origins.
ppm1d,protein,j. inhibition,s phase progression,process,PMC10766204,ppm1d activity impaired progression through s phase and increased the level of replication stress.
gsk2830371,drug,j. inhibition,ppm1d,protein,PMC10766204,"pharmacological inhibition of ppm1d restored the origin licensing, progression through the s phase and mcm2 expression."
cyclin e1,protein,a. molecular interaction or relation,transcription-replication collisions,phenotype,PMC10766204,transcription–replication collisions and replication fork slowing caused by ccne1 overexpression are exaggerated in cells expressing the truncated ppm1d.
ppm1d,protein,a. molecular interaction or relation,cyclin e1,protein,PMC10766204,cells co-expressing cyclin e1 and truncated ppm1d progressed faster from g1 to s phase than cells expressing cyclin e alone.
